gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureBucket,AvgMonthlySpend,NumAddonServices
0,1,1,0,36,1,2,1,0,0,0,0,0,0,0,1,3,68.6,2458.24,0,2,68.28,0
1,0,0,0,33,1,0,0,0,2,2,2,0,0,1,1,2,59.64,1951.68,0,2,59.14,3
1,0,1,0,20,1,0,2,1,1,1,1,1,1,0,1,2,31.13,633.26,0,1,31.66,0
1,0,0,0,8,1,2,1,2,0,0,2,0,2,1,1,2,81.36,644.82,0,0,80.6,3
0,1,1,0,32,1,0,2,1,1,1,1,1,1,0,0,2,23.13,751.53,0,2,23.49,0
1,0,0,0,5,1,0,2,1,1,1,1,1,1,1,0,0,22.36,58.4,0,0,11.68,0
1,0,1,0,36,1,2,1,0,0,0,0,0,0,0,1,0,78.74,2874.52,0,2,79.85,0
1,0,0,0,39,1,0,0,2,2,2,2,0,0,0,0,2,71.8,2779.99,0,2,71.28,4
0,1,1,0,41,1,2,1,2,2,2,2,0,0,1,0,0,87.69,3610.66,0,2,88.06,4
0,0,1,0,15,1,0,0,0,0,0,2,2,0,1,0,1,49.75,756.25,0,1,50.42,2
1,0,0,1,5,0,1,2,1,1,1,1,1,1,0,0,2,18.0,104.23,1,0,20.85,0
1,0,1,0,2,1,0,0,0,2,2,0,0,2,2,0,3,61.18,106.0,0,0,53.0,3
1,0,0,1,32,1,2,1,0,0,0,2,0,2,1,1,0,85.07,2715.46,0,2,84.86,2
1,0,0,1,52,1,0,0,0,2,0,2,2,2,0,1,2,70.72,3685.41,0,3,70.87,4
0,0,1,1,25,1,0,0,2,0,2,2,2,2,2,1,0,68.69,1717.33,0,2,68.69,5
0,0,0,0,3,0,1,0,0,0,0,0,2,0,1,1,1,50.22,132.47,0,0,44.16,1
0,0,0,1,65,0,1,1,0,0,0,2,0,0,0,0,2,82.13,5349.92,0,3,82.31,1
0,0,1,0,72,1,0,0,0,0,2,0,0,0,0,0,1,46.18,3370.63,0,3,46.81,1
1,1,0,0,13,1,0,1,2,0,2,2,0,0,0,0,3,72.62,935.62,1,1,71.97,3
1,0,0,1,21,1,2,1,0,2,0,0,0,2,0,1,2,85.77,1810.93,1,1,86.23,2
1,0,1,1,36,1,0,2,1,1,1,1,1,1,0,0,3,18.0,652.56,0,2,18.13,0
0,0,1,0,31,1,0,2,1,1,1,1,1,1,0,0,2,18.55,567.63,0,2,18.31,0
1,0,0,0,72,1,2,1,2,2,0,0,0,2,1,0,3,87.28,6300.29,0,3,87.5,3
0,0,1,0,2,1,2,2,1,1,1,1,1,1,0,0,2,18.0,51.85,0,0,25.92,0
0,0,1,0,20,1,2,1,0,0,0,0,0,0,2,1,0,75.4,1497.0,0,1,74.85,0
1,0,1,0,28,1,2,1,2,0,0,0,0,0,0,1,3,88.36,2502.74,1,2,89.38,1
1,0,0,0,52,1,2,1,0,0,0,2,2,2,0,0,3,80.96,4210.13,0,3,80.96,3
1,0,1,0,49,1,2,0,0,2,2,2,0,0,2,1,2,60.67,2994.34,0,3,61.11,3
0,0,1,0,72,1,0,1,0,0,2,0,0,0,1,1,3,75.02,5408.33,1,3,75.12,1
1,0,0,0,17,0,1,0,2,0,0,0,0,0,0,1,2,51.56,877.31,0,1,51.61,1
0,1,1,1,42,1,2,1,2,0,0,0,0,0,0,1,0,71.98,3022.99,0,2,71.98,1
1,0,0,0,13,1,0,1,0,2,0,0,2,2,0,0,2,81.75,1076.27,0,1,82.79,3
0,1,0,0,13,0,1,2,1,1,1,1,1,1,1,0,0,18.0,212.0,0,1,16.31,0
0,0,0,0,7,1,2,0,0,0,2,0,0,2,0,0,2,52.69,376.26,1,0,53.75,2
1,1,0,1,40,1,2,1,0,0,2,2,2,2,1,1,0,87.77,3537.0,0,2,88.42,4
0,0,1,0,72,1,0,2,1,1,1,1,1,1,1,1,3,18.0,1306.21,0,3,18.14,0
0,0,0,1,7,1,2,0,2,2,0,2,0,2,0,0,3,65.44,423.15,0,0,60.45,4
1,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,0,18.49,0.0,0,0,0.0,0
0,0,1,1,40,1,0,2,1,1,1,1,1,1,0,0,3,18.0,720.42,0,2,18.01,0
1,0,1,0,23,1,2,1,0,0,0,0,2,2,0,0,1,80.47,1835.07,0,1,79.79,2
0,0,1,1,72,1,0,1,0,0,2,2,0,2,0,1,0,84.97,6135.63,1,3,85.22,3
1,0,0,0,6,1,2,2,1,1,1,1,1,1,0,1,3,18.01,98.58,1,0,16.43,0
1,0,1,1,1,1,0,1,2,2,2,0,2,0,1,0,1,90.04,101.07,0,0,101.07,4
0,0,0,0,16,1,0,0,0,2,0,0,0,2,0,0,1,52.09,872.23,0,1,54.51,2
0,0,0,1,2,1,0,2,1,1,1,1,1,1,2,0,3,18.0,36.46,0,0,18.23,0
0,0,0,1,7,1,0,0,2,2,2,0,2,2,0,1,2,79.81,538.43,0,0,76.92,5
0,0,1,0,3,1,0,0,2,0,2,2,0,0,0,0,3,57.52,180.48,1,0,60.16,3
0,0,0,0,6,1,0,2,1,1,1,1,1,1,1,1,3,21.33,133.63,0,0,22.27,0
1,0,1,1,2,1,2,0,0,0,0,0,0,0,2,1,3,57.98,120.96,0,0,60.48,0
0,0,1,1,72,1,0,1,0,0,0,0,0,2,0,1,0,72.93,5278.32,1,3,73.31,1
1,0,0,1,7,1,2,1,2,2,0,2,2,2,1,0,0,97.3,657.38,1,0,93.91,5
1,0,1,0,14,1,0,1,0,2,0,0,0,2,2,1,0,91.63,1302.81,0,1,93.06,2
0,0,1,0,54,1,2,0,0,2,0,2,0,2,2,1,0,51.75,2782.38,0,3,51.53,3
1,0,0,0,27,1,0,1,0,0,0,2,0,0,0,1,2,81.67,2232.7,1,2,82.69,1
1,0,1,1,23,1,0,0,0,0,2,2,0,2,2,0,2,61.11,1363.08,0,1,59.26,3
1,0,0,0,29,1,2,0,0,2,0,2,0,0,2,1,0,52.47,1566.24,0,2,54.01,2
1,0,1,1,42,1,0,0,2,2,2,2,2,0,1,0,3,70.24,2944.66,0,2,70.11,5
0,1,1,1,50,1,2,0,0,0,0,0,0,0,2,1,0,43.19,2135.29,0,3,42.71,0
1,0,1,0,24,1,2,2,1,1,1,1,1,1,2,1,2,27.88,687.27,0,1,28.64,0
0,0,1,0,52,1,0,1,2,0,0,0,0,0,0,0,2,74.92,3906.07,0,3,75.12,1
0,0,1,1,18,1,2,1,2,0,2,0,2,2,0,1,3,93.49,1691.88,0,1,93.99,4
1,0,0,0,7,1,0,1,2,0,0,0,0,2,0,1,3,77.36,560.11,1,0,80.02,2
0,0,0,0,50,1,2,2,1,1,1,1,1,1,0,1,2,21.46,1073.73,0,3,21.47,0
0,0,0,0,18,1,0,1,2,0,2,0,2,0,0,0,3,83.09,1489.77,0,1,82.76,3
0,0,1,0,56,1,0,1,0,0,2,0,2,0,1,1,2,72.9,4059.21,0,3,72.49,2
1,1,0,0,0,1,0,0,0,0,2,0,2,0,0,1,2,61.54,0.0,1,0,0.0,2
0,0,0,0,12,1,0,1,2,2,0,2,0,0,1,0,2,86.74,1030.65,0,0,85.89,3
0,1,0,0,70,1,2,0,2,0,2,0,0,2,2,1,0,63.86,4470.03,0,3,63.86,3
0,0,1,0,6,1,2,1,0,0,2,0,2,0,0,1,1,76.36,460.42,1,0,76.74,2
1,0,0,1,68,1,0,1,2,0,2,0,2,0,2,1,2,90.92,6217.31,0,3,91.43,3
0,0,0,0,72,1,0,1,0,0,0,0,0,2,0,0,2,77.34,5553.53,0,3,77.13,1
1,0,1,1,51,1,0,0,2,0,0,0,2,2,2,1,0,60.75,3095.43,0,3,60.69,3
1,0,0,1,19,1,0,1,2,0,2,0,2,2,2,0,1,95.15,1799.14,0,1,94.69,4
1,0,1,0,24,1,2,1,0,0,0,2,0,2,0,0,2,78.35,1852.34,0,1,77.18,2
1,0,0,1,48,1,0,0,2,0,0,0,2,0,0,1,3,61.47,3008.79,0,2,62.68,2
1,1,0,0,35,1,0,0,2,0,2,0,0,0,0,0,2,51.69,1790.43,1,2,51.16,2
1,0,0,0,23,1,2,0,2,0,0,2,0,0,2,1,2,55.17,1276.3,0,1,55.49,2
0,0,1,0,72,1,0,1,2,0,0,0,0,2,2,1,0,75.32,5457.04,0,3,75.79,2
1,0,1,1,27,1,2,1,2,2,0,2,2,0,0,0,1,84.26,2250.23,0,2,83.34,4
0,0,0,1,72,1,0,1,2,2,0,0,0,0,1,1,0,77.67,5609.76,0,3,77.91,2
0,0,1,0,1,1,2,1,0,0,0,2,0,0,0,1,1,74.2,43.41,1,0,43.41,1
1,0,1,0,3,1,0,1,0,0,0,2,0,0,0,1,3,77.76,217.23,0,0,72.41,1
0,1,0,1,14,1,2,1,0,2,0,2,2,2,2,1,1,86.78,1226.15,0,1,87.58,4
0,0,0,1,11,1,2,0,0,2,0,0,0,2,0,1,2,57.93,631.78,1,0,57.43,2
0,0,1,0,36,1,0,1,0,0,0,0,0,2,2,0,2,73.4,2671.49,0,2,74.21,1
0,0,1,1,4,1,0,0,0,0,2,2,0,2,2,0,0,57.53,232.69,0,0,58.17,3
1,0,1,0,72,1,2,1,0,0,0,2,0,0,2,1,3,78.15,5637.22,0,3,78.29,1
0,0,0,0,9,1,0,1,0,2,0,0,2,2,0,1,2,82.28,726.72,1,0,80.75,3
1,0,0,0,13,1,2,1,0,2,0,0,2,0,0,1,0,89.13,1137.92,1,1,87.53,2
0,0,0,0,7,1,2,0,0,2,2,0,2,0,0,1,2,62.16,412.0,1,0,58.86,3
0,0,0,1,20,1,2,0,0,0,2,0,0,2,1,1,0,48.16,944.5,0,1,47.22,2
1,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,2,49.4,35.5,0,0,35.5,1
0,0,0,0,3,1,0,1,0,0,0,2,2,0,0,1,0,76.76,253.42,1,0,84.47,2
0,0,1,0,32,0,1,1,0,0,2,0,0,2,2,1,2,71.79,2305.35,0,2,72.04,2
0,0,0,0,4,1,0,0,0,0,0,0,2,2,0,0,3,60.29,215.61,1,0,53.9,2
1,0,1,0,6,0,1,1,0,2,2,2,0,2,0,1,2,95.4,564.16,0,0,94.03,4
0,0,0,1,37,1,2,1,0,2,2,2,0,0,0,0,1,81.38,3010.45,1,2,81.36,3
1,0,0,0,2,1,0,1,2,0,2,0,0,0,0,0,0,83.55,225.77,1,0,112.88,2
0,0,1,0,13,1,2,1,0,0,2,2,0,0,0,0,2,84.38,1097.11,1,1,84.39,2
1,0,0,0,0,0,1,1,2,0,0,2,2,0,0,0,2,84.94,9.07,1,0,9.07,3
1,0,1,0,10,1,2,2,1,1,1,1,1,1,2,0,2,24.76,227.75,0,0,22.78,0
0,0,0,0,28,1,0,0,0,0,0,2,2,0,2,0,0,56.47,1595.57,0,2,56.98,2
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,3,50.73,129.07,1,0,64.54,0
1,0,0,0,52,1,2,1,0,0,2,0,0,2,1,0,2,74.14,3852.26,1,3,74.08,2
1,0,1,1,57,1,2,1,0,2,0,2,2,0,1,0,0,85.74,4899.49,0,3,85.96,3
0,0,1,0,2,0,1,2,1,1,1,1,1,1,0,1,1,21.01,53.53,0,0,26.76,0
1,1,1,0,72,1,2,0,2,2,2,0,0,0,1,0,2,54.22,3905.23,0,3,54.24,3
0,0,1,0,8,1,0,0,2,0,0,2,0,0,1,1,3,49.7,423.42,0,0,52.93,2
0,0,1,0,2,0,1,1,0,2,0,2,0,0,1,1,0,72.08,128.19,0,0,64.1,2
0,0,0,0,0,1,2,0,2,0,0,0,0,2,1,1,0,55.23,0.0,0,0,0.0,2
0,0,1,0,12,1,2,1,2,0,0,2,2,0,1,0,2,82.8,993.69,0,0,82.81,3
1,1,1,0,23,1,2,2,1,1,1,1,1,1,0,0,2,18.0,406.53,0,1,17.68,0
0,0,1,1,9,1,0,0,0,0,0,2,2,0,2,0,2,61.09,491.58,0,0,54.62,2
1,1,0,1,43,1,2,1,2,2,0,0,0,2,0,0,3,87.0,3726.37,0,2,86.66,3
0,1,0,0,30,1,0,0,0,2,0,0,2,0,2,1,0,51.38,1498.8,0,2,49.96,2
1,1,0,0,10,0,1,1,0,2,2,0,0,0,0,0,2,81.02,803.79,1,0,80.38,2
0,0,0,1,31,1,0,0,2,2,0,0,0,0,0,1,2,53.81,1682.37,0,2,54.27,2
1,0,1,1,67,1,2,0,0,2,0,2,0,0,1,0,2,47.19,3162.81,0,3,47.21,2
1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,46.37,95.41,1,0,47.7,0
0,0,1,0,8,1,0,2,1,1,1,1,1,1,2,1,2,28.2,222.49,1,0,27.81,0
0,0,0,0,14,1,0,1,0,2,2,2,0,0,0,0,3,92.06,1293.07,0,1,92.36,3
0,0,0,1,16,1,2,1,2,0,0,0,0,0,1,0,0,75.52,1264.82,0,1,79.05,1
0,0,0,0,18,1,0,0,0,2,0,0,0,0,0,1,1,47.82,853.72,1,1,47.43,1
1,0,1,0,8,1,0,0,2,0,0,0,2,2,0,0,0,62.81,502.21,1,0,62.78,3
0,0,1,0,26,1,2,1,2,0,0,0,0,0,0,1,2,76.33,1967.29,0,2,75.66,1
1,0,1,0,24,1,0,1,2,0,0,2,2,2,1,1,1,89.31,2105.37,0,1,87.72,4
1,0,0,1,20,1,2,1,0,2,0,0,0,2,1,0,0,89.3,1791.31,0,1,89.57,2
0,0,1,0,2,1,0,1,2,2,0,2,2,2,1,1,0,93.02,208.67,0,0,104.34,5
1,1,0,1,15,1,0,1,0,0,0,0,0,2,2,0,2,79.79,1243.25,0,1,82.88,1
1,0,1,1,10,1,2,0,0,2,2,0,0,2,1,1,2,60.72,603.45,0,0,60.35,3
1,0,0,0,16,1,2,1,0,0,0,0,2,2,2,1,0,80.74,1286.66,0,1,80.42,2
1,1,0,0,61,1,2,0,0,0,0,0,0,2,0,1,1,41.75,2565.46,0,3,42.06,1
0,0,0,0,15,1,2,0,2,0,0,2,0,0,0,1,0,60.51,941.89,1,1,62.79,2
0,1,0,0,0,1,2,1,0,0,0,0,2,0,0,1,1,79.18,0.0,1,0,0.0,1
0,0,0,0,13,1,0,0,0,2,0,2,0,0,0,0,3,55.94,740.51,0,1,56.96,2
0,0,0,0,41,1,0,1,2,0,2,2,2,0,0,0,2,95.17,3938.53,1,2,96.06,4
1,0,0,1,36,1,0,2,1,1,1,1,1,1,0,0,0,22.08,789.9,0,2,21.94,0
1,0,0,0,17,1,0,0,2,0,0,0,2,0,1,0,0,48.51,801.51,0,1,47.15,2
0,0,0,1,6,1,2,1,0,2,2,2,2,2,1,1,0,90.15,556.6,0,0,92.77,5
0,0,0,0,15,1,2,1,0,0,0,0,0,0,2,1,1,69.7,1018.59,0,1,67.91,0
0,0,0,1,19,1,0,0,0,0,2,0,2,2,2,1,3,51.54,1003.07,0,1,52.79,3
1,0,0,0,72,1,2,1,0,0,2,0,0,0,0,1,2,80.61,5843.73,1,3,81.16,1
0,1,1,0,24,1,2,1,0,0,0,2,0,0,0,0,1,73.92,1764.08,1,1,73.5,1
0,1,1,0,28,1,2,1,2,2,2,0,2,0,0,1,2,90.68,2572.2,1,2,91.86,4
0,0,0,0,16,1,0,2,1,1,1,1,1,1,0,1,0,18.0,300.63,1,1,18.79,0
1,0,0,0,10,1,0,0,0,0,2,0,0,0,0,1,1,53.23,560.02,1,0,56.0,1
1,0,0,0,40,1,0,1,0,0,0,0,0,0,1,1,2,69.29,2758.6,0,2,68.96,0
1,0,1,0,16,1,2,1,0,2,2,0,0,0,0,1,1,78.37,1266.39,1,1,79.15,2
1,0,0,0,72,1,0,0,0,2,2,0,2,2,1,0,2,72.05,5192.44,0,3,72.12,4
1,1,0,1,14,1,2,2,1,1,1,1,1,1,1,1,1,26.55,355.99,0,1,25.43,0
1,0,1,1,1,1,0,0,2,2,2,0,2,2,0,0,2,73.75,66.71,1,0,66.71,5
1,0,0,1,27,1,2,1,0,0,0,2,0,2,0,1,0,81.05,2199.87,1,2,81.48,2
1,0,0,1,1,1,0,1,0,0,2,2,2,0,2,0,0,82.42,59.92,0,0,59.92,3
0,1,1,0,6,1,0,1,0,2,2,0,0,0,0,0,3,78.56,447.33,0,0,74.55,2
0,0,0,1,10,1,0,0,2,0,0,2,0,0,0,0,0,53.33,507.76,1,0,50.78,2
1,0,0,1,32,1,0,0,2,2,2,2,0,0,0,1,1,66.96,2127.21,0,2,66.48,4
1,0,1,1,16,1,0,0,2,2,2,0,0,0,0,1,0,59.84,963.17,0,1,60.2,3
0,0,1,0,0,1,2,1,2,0,0,0,2,0,0,0,1,79.97,0.0,1,0,0.0,2
1,0,0,0,23,1,0,0,0,0,0,2,2,2,2,1,3,67.7,1582.65,0,1,68.81,3
1,1,1,0,12,0,1,1,0,0,0,0,2,0,0,1,3,80.72,939.76,1,0,78.31,1
1,0,1,0,61,1,0,0,0,0,2,0,0,2,0,1,2,51.09,3126.75,0,3,51.26,2
0,0,1,1,16,1,2,0,2,2,0,0,0,0,0,0,1,56.48,896.34,0,1,56.02,2
0,0,0,0,29,1,2,1,2,2,2,2,2,0,2,1,2,91.12,2640.38,0,2,91.05,5
0,0,0,0,5,0,1,1,0,0,0,0,2,2,0,0,3,83.01,428.74,1,0,85.75,2
0,0,0,1,34,1,0,1,2,2,0,0,0,0,0,1,2,89.65,2995.41,1,2,88.1,2
0,0,1,0,30,1,2,0,0,0,0,0,2,0,1,1,3,48.22,1403.85,1,2,46.79,1
1,0,0,0,56,1,2,0,0,2,2,2,2,0,0,1,1,68.95,3859.95,0,3,68.93,4
0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,3,28.07,0.0,0,0,0.0,0
1,0,1,0,14,1,2,0,2,0,0,0,2,0,0,1,1,54.32,731.92,0,1,52.28,2
1,0,1,1,27,1,0,1,2,0,0,0,2,0,2,1,3,82.47,2266.79,0,2,83.96,2
0,1,1,1,2,1,0,1,2,0,2,0,0,2,2,1,1,93.57,163.97,0,0,81.98,3
0,0,0,1,12,1,2,0,2,2,0,2,0,0,0,0,3,55.32,653.19,0,0,54.43,3
1,0,0,1,68,0,1,1,0,2,2,2,0,0,0,1,2,79.82,5450.76,0,3,80.16,3
1,0,1,1,13,1,2,2,1,1,1,1,1,1,0,1,3,18.0,220.5,0,1,16.96,0
1,0,0,0,72,1,0,2,1,1,1,1,1,1,1,1,3,23.77,1694.08,0,3,23.53,0
0,0,0,1,1,1,0,1,2,0,0,2,0,2,1,1,2,79.93,87.71,1,0,87.71,3
0,0,0,0,30,1,0,1,2,2,2,2,2,0,2,1,2,97.8,2919.14,0,2,97.3,5
0,0,1,0,20,1,0,0,0,0,2,2,0,2,1,1,2,66.8,1343.9,0,1,67.2,3
0,0,0,0,16,1,0,1,0,2,2,2,2,0,2,0,2,86.69,1397.3,0,1,87.33,4
0,0,1,0,72,1,0,1,0,0,0,2,0,0,2,0,0,71.19,5133.27,0,3,71.3,1
1,0,0,0,3,0,1,2,1,1,1,1,1,1,2,0,3,23.35,93.63,0,0,31.21,0
0,1,1,0,54,1,0,0,0,2,2,0,2,0,0,1,0,60.24,3245.24,0,3,60.1,3
1,0,0,0,28,1,0,1,0,2,2,0,2,0,0,0,1,73.19,2039.24,0,2,72.83,3
1,0,1,0,7,1,2,1,0,0,2,0,2,0,0,1,3,87.66,611.91,1,0,87.42,2
1,1,1,0,55,1,0,1,0,0,0,0,2,2,0,1,3,82.76,4495.2,1,3,81.73,2
0,1,0,1,13,1,0,0,2,2,0,0,0,0,1,0,2,53.1,694.57,0,1,53.43,2
0,0,0,0,40,1,0,0,2,2,2,0,0,0,0,1,3,57.9,2309.41,0,2,57.74,3
0,0,0,0,11,1,0,1,2,0,0,2,0,0,1,1,0,83.5,926.15,0,0,84.2,2
1,0,0,0,45,1,0,1,0,0,0,2,2,0,0,1,2,79.78,3572.17,0,2,79.38,2
1,0,1,1,24,1,2,1,2,0,0,0,2,0,1,0,2,80.29,1953.87,0,1,81.41,2
1,0,0,0,3,1,0,1,2,2,0,2,0,0,0,0,3,85.75,253.09,1,0,84.36,3
1,0,1,0,25,1,0,1,0,0,0,2,0,2,0,0,1,75.9,1914.21,1,2,76.57,2
1,0,1,1,5,1,0,1,0,2,0,2,2,0,0,0,0,83.2,405.85,1,0,81.17,3
1,0,0,0,12,1,0,0,2,2,0,2,2,0,2,1,1,64.06,778.05,0,0,64.84,4
0,0,0,0,4,0,1,0,0,2,0,0,2,2,0,1,1,56.2,193.7,1,0,48.42,3
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,21.37,0.0,1,0,0.0,0
0,0,0,0,5,1,2,1,2,0,0,0,0,2,0,0,2,82.42,407.96,1,0,81.59,2
0,0,0,0,18,1,0,0,0,2,0,2,0,0,1,1,3,63.43,1141.34,0,1,63.41,2
1,0,1,0,15,1,0,0,2,0,0,0,0,0,0,0,3,46.2,691.08,1,1,46.07,1
1,1,1,1,16,1,2,1,0,2,0,2,0,2,2,1,3,89.45,1425.42,0,1,89.09,3
0,0,0,0,6,1,0,1,0,2,2,0,2,0,0,0,2,92.12,544.69,1,0,90.78,3
1,0,1,0,27,1,2,2,1,1,1,1,1,1,0,0,2,24.75,681.76,0,2,25.25,0
0,0,1,0,29,0,1,1,0,0,0,2,0,2,1,0,2,77.51,2283.47,0,2,78.74,2
0,0,1,0,10,1,0,0,0,0,2,2,0,2,0,1,1,58.45,636.25,0,0,63.62,3
0,1,0,1,51,1,2,1,2,0,2,0,0,0,2,1,1,87.59,4488.98,0,3,88.02,2
1,0,1,0,24,1,0,0,2,0,0,2,2,0,0,1,2,59.07,1371.93,1,1,57.16,3
0,0,0,0,29,1,2,0,0,2,2,2,2,0,2,0,2,64.85,1901.67,0,2,65.57,4
0,0,0,1,7,0,1,0,0,2,0,2,0,0,1,0,2,52.57,388.75,0,0,55.54,2
0,0,1,1,0,0,1,0,0,2,2,2,2,2,2,0,1,73.87,0.0,0,0,0.0,5
1,0,0,1,48,1,0,2,1,1,1,1,1,1,0,1,1,18.0,882.54,0,2,18.39,0
1,0,0,0,41,1,0,1,2,0,2,0,0,2,0,1,2,80.95,3326.15,1,2,81.13,3
0,0,0,1,3,1,2,0,0,2,2,0,0,2,1,1,2,55.1,165.01,0,0,55.0,3
1,0,0,1,11,1,2,1,0,0,0,0,2,0,1,1,3,82.94,917.4,1,0,83.4,1
1,0,1,0,25,1,0,1,0,0,0,2,0,2,0,0,3,81.16,2017.92,1,2,80.72,2
1,1,0,0,25,0,1,2,1,1,1,1,1,1,0,0,0,18.99,437.95,0,2,17.52,0
1,0,1,1,47,1,2,2,1,1,1,1,1,1,0,0,3,18.98,854.51,1,2,18.18,0
1,0,0,1,3,1,2,0,0,2,2,0,0,2,1,1,1,53.09,177.61,0,0,59.2,3
1,0,0,1,13,0,1,2,1,1,1,1,1,1,0,1,2,26.78,327.62,1,1,25.2,0
1,1,0,1,2,1,2,0,2,2,0,2,0,2,0,1,1,63.24,95.89,0,0,47.94,4
1,0,1,1,11,1,0,0,0,0,0,2,0,0,0,1,2,52.97,551.67,0,0,50.15,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,3,46.72,0.0,1,0,0.0,1
1,0,1,1,54,1,0,0,2,0,0,0,0,0,0,1,0,49.7,2714.12,0,3,50.26,1
0,0,1,0,17,1,2,2,1,1,1,1,1,1,2,1,1,18.0,303.1,0,1,17.83,0
0,0,1,0,45,0,1,1,2,0,0,0,2,2,0,0,0,83.76,3740.58,0,2,83.12,3
1,0,0,0,1,1,0,1,0,0,2,2,2,2,2,0,0,95.2,124.83,1,0,124.83,4
0,0,1,0,6,0,1,2,1,1,1,1,1,1,0,1,0,20.53,129.71,0,0,21.62,0
0,0,0,0,7,1,2,1,0,0,2,0,2,0,0,0,2,81.87,566.16,1,0,80.88,2
1,0,1,0,11,1,0,0,2,2,2,2,0,0,0,1,0,65.31,728.12,0,0,66.19,4
1,0,0,0,38,1,0,1,0,2,0,0,0,2,1,0,0,88.16,3350.31,0,2,88.17,2
1,0,0,1,11,1,0,2,1,1,1,1,1,1,1,1,3,18.0,183.65,0,0,16.7,0
0,0,0,1,5,1,0,2,1,1,1,1,1,1,0,1,3,19.31,85.62,1,0,17.12,0
0,0,0,0,1,0,1,1,0,2,2,2,2,2,0,1,0,95.94,71.2,1,0,71.2,5
1,0,1,0,1,1,0,2,1,1,1,1,1,1,2,1,1,18.0,8.61,0,0,8.61,0
1,0,0,0,34,1,2,2,1,1,1,1,1,1,2,1,2,20.63,720.03,0,2,21.18,0
1,0,1,0,14,1,2,0,0,0,2,2,2,0,0,0,1,60.15,860.16,1,1,61.44,3
0,0,1,0,31,1,2,1,2,2,0,0,0,0,1,1,1,80.57,2494.15,0,2,80.46,2
0,0,0,0,27,1,0,0,0,0,2,2,0,0,0,0,2,55.59,1497.63,0,2,55.47,2
0,0,0,0,3,0,1,1,2,0,0,0,0,0,0,1,0,71.64,194.25,1,0,64.75,1
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,18.0,61.92,0,0,20.64,0
1,0,1,0,33,1,2,2,1,1,1,1,1,1,0,0,2,20.92,662.69,0,2,20.08,0
1,0,1,0,30,1,2,1,0,2,2,2,2,2,2,0,0,90.53,2732.54,0,2,91.08,5
1,0,1,1,11,1,2,2,1,1,1,1,1,1,0,1,1,19.54,223.31,0,0,20.3,0
1,0,1,0,1,1,2,0,2,0,0,2,0,0,1,1,2,51.26,45.96,0,0,45.96,2
0,0,1,1,0,1,2,0,2,0,0,0,2,0,2,0,1,47.6,8.71,0,0,8.71,2
0,0,1,1,8,1,2,0,0,0,0,2,0,0,0,1,3,51.8,407.58,0,0,50.95,1
1,1,1,0,0,1,2,1,0,0,0,2,2,0,0,1,1,83.5,3.77,0,0,3.77,2
1,1,0,1,6,0,1,2,1,1,1,1,1,1,2,1,1,25.52,157.42,0,0,26.24,0
0,0,1,0,13,1,2,1,0,2,0,0,2,0,0,1,1,77.76,1034.21,0,1,79.55,2
1,0,0,1,3,1,2,2,1,1,1,1,1,1,0,1,0,20.2,70.39,0,0,23.46,0
0,0,1,0,2,1,2,1,2,0,0,2,0,0,0,0,1,81.7,184.37,0,0,92.18,2
1,0,0,1,54,1,0,1,0,2,0,0,2,2,0,1,2,90.11,4873.8,0,3,90.26,3
1,0,0,0,21,0,1,1,0,2,2,0,0,0,2,1,2,71.25,1495.1,0,1,71.2,2
1,0,1,1,65,0,1,2,1,1,1,1,1,1,1,0,2,18.0,1180.3,0,3,18.16,0
1,0,0,0,10,1,0,0,2,0,2,0,2,0,0,0,0,66.94,676.3,1,0,67.63,3
1,0,1,0,27,1,0,0,2,2,0,2,0,2,0,1,2,56.57,1520.17,0,2,56.3,4
1,0,0,0,5,1,2,0,0,0,2,2,0,0,2,0,2,59.59,269.8,0,0,53.96,2
1,0,1,1,23,1,2,2,1,1,1,1,1,1,0,0,1,26.66,602.74,0,1,26.21,0
0,0,0,1,3,0,1,2,1,1,1,1,1,1,0,1,0,24.02,61.47,1,0,20.49,0
0,0,1,1,0,1,0,1,0,0,2,2,2,0,2,1,1,79.98,11.1,0,0,11.1,3
0,0,1,0,64,1,0,2,1,1,1,1,1,1,2,0,2,18.0,1150.7,0,3,17.98,0
0,0,0,0,19,1,0,1,0,0,2,0,0,0,0,1,3,74.71,1403.24,0,1,73.85,1
0,0,1,0,62,1,2,1,0,2,2,0,2,0,0,1,2,93.76,5809.83,1,3,93.71,3
1,1,0,1,9,0,1,2,1,1,1,1,1,1,0,0,2,28.72,252.07,1,0,28.01,0
